"","Family","Species","New.Genus","New.Species"
"11489","Leguminosae","Crotalaria assamica","Crotalaria","assamica"
"11490","Leguminosae","Crotalaria spectabilis","Crotalaria","spectabilis"
"11512","Leguminosae","Crotalaria sphaerocarpa","Crotalaria","sphaerocarpa"
"11516","Leguminosae","Crotalaria tetragona","Crotalaria","tetragona"
"11517","Leguminosae","Crotalaria trichotoma","Crotalaria","trichotoma"
"11523","Leguminosae","Crotalaria virgulata","Crotalaria","virgulata"
"11524","Euphorbiaceae","Croton anomalus","Croton","anomalus"
"11525","Euphorbiaceae","Croton antisyphiliticus","Croton","antisyphiliticus"
"11526","Euphorbiaceae","Croton bonplandianus","Croton","bonplandianus"
"11530","Euphorbiaceae","Croton flavens","Croton","flavens"
"11531","Euphorbiaceae","Croton glandulosus","Croton","glandulosus"
"11534","Euphorbiaceae","Croton griffithii","Croton","griffithii"
"11535","Euphorbiaceae","Croton hirtus","Croton","hirtus"
"11536","Euphorbiaceae","Astraea lobata","Astraea","lobata"
"11537","Euphorbiaceae","Croton lucidus","Croton","lucidus"
"11538","Euphorbiaceae","Croton monanthogynus","Croton","monanthogynus"
"11539","Euphorbiaceae","Croton blanchetianus","Croton","blanchetianus"
"11540","Euphorbiaceae","Croton punctatus","Croton","punctatus"
"11541","Euphorbiaceae","Baliospermum solanifolium","Baliospermum","solanifolium"
"11543","Euphorbiaceae","Croton scouleri","Croton","scouleri"
"11549","Euphorbiaceae","Croton texensis","Croton","texensis"
"11550","Euphorbiaceae","Croton tiglium","Croton","tiglium"
"11558","Rubiaceae","Cruciata glabra","Cruciata","glabra"
"11559","Bromeliaceae","Cryptanthus bromelioides","Cryptanthus","bromelioides"
"11560","Nyctaginaceae","Cryptocarpus pyriformis","Cryptocarpus","pyriformis"
"11564","Cupressaceae","Cryptomeria japonica","Cryptomeria","japonica"
"11585","Apocynaceae","Cryptostegia grandiflora","Cryptostegia","grandiflora"
"11587","Apiaceae","Cryptotaenia canadensis","Cryptotaenia","canadensis"
"11592","Apiaceae","Cryptotaenia japonica","Cryptotaenia","japonica"
"11593","Marantaceae","Ctenanthe oppenheimiana","Ctenanthe","oppenheimiana"
"11594","Ctenolophonaceae","Ctenolophon parvifolius","Ctenolophon","parvifolius"
"11595","Cucurbitaceae","Cucumis anguria","Cucumis","anguria"
"11599","Cucurbitaceae","Cucumis melo","Cucumis","melo"
"11600","Cucurbitaceae","Cucumis dipsaceus","Cucumis","dipsaceus"
"11603","Cucurbitaceae","Mukia maderaspatana","Mukia","maderaspatana"
"11687","Cucurbitaceae","Cucumis metuliferus","Cucumis","metuliferus"
"11693","Cucurbitaceae","Cucumis myriocarpus","Cucumis","myriocarpus"
"11695","Cucurbitaceae","Cucumis prophetarum","Cucumis","prophetarum"
"11696","Cucurbitaceae","Cucumis sativus","Cucumis","sativus"
"11797","Cucurbitaceae","Cucurbita argyrosperma","Cucurbita","argyrosperma"
"11799","Cucurbitaceae","Cucurbita ficifolia","Cucurbita","ficifolia"
"11801","Cucurbitaceae","Cucurbita foetidissima","Cucurbita","foetidissima"
"11802","Cucurbitaceae","Cucurbita maxima","Cucurbita","maxima"
"11846","Cucurbitaceae","Cucurbita moschata","Cucurbita","moschata"
"11890","Cucurbitaceae","Cucurbita palmata","Cucurbita","palmata"
"11891","Cucurbitaceae","Cucurbita pepo","Cucurbita","pepo"
"11971","Moraceae","Maclura cochinchinensis","Maclura","cochinchinensis"
"11972","Moraceae","Cudrania tricuspidata","Cudrania","tricuspidata"
"11973","Leguminosae","Cullen corylifolium","Cullen","corylifolium"
"11975","Apiaceae","Cuminum cyminum","Cuminum","cyminum"
"11984","Cupressaceae","Cunninghamia lanceolata","Cunninghamia","lanceolata"
"11989","Sapindaceae","Cupania americana","Cupania","americana"
"11992","Sapindaceae","Cupania juglandifolia","Cupania","juglandifolia"
"11994","Sapindaceae","Talisia macrophylla","Talisia","macrophylla"
"11995","Sapindaceae","Cupaniopsis anacardioides","Cupaniopsis","anacardioides"
"11997","Lythraceae","Cuphea hookeriana","Cuphea","hookeriana"
"11998","Lythraceae","Cuphea hyssopifolia","Cuphea","hyssopifolia"
"12000","Lythraceae","Cuphea micropetala","Cuphea","micropetala"
"12002","Lythraceae","Cuphea viscosissima","Cuphea","viscosissima"
"12003","Lythraceae","Cuphea bustamanta","Cuphea","bustamanta"
"12005","Cupressaceae","Cupressus leylandii","Cupressus","leylandii"
"12006","Cupressaceae","Cupressus arizonica","Cupressus","arizonica"
"12013","Cupressaceae","Cupressus duclouxiana","Cupressus","duclouxiana"
"12016","Cupressaceae","Cupressus lusitanica","Cupressus","lusitanica"
"12021","Cupressaceae","Cupressus macrocarpa","Cupressus","macrocarpa"
"12033","Cupressaceae","Cupressus sempervirens","Cupressus","sempervirens"
"12058","Dilleniaceae","Curatella americana","Curatella","americana"
"12059","Zingiberaceae","Curcuma alismatifolia","Curcuma","alismatifolia"
"12060","Zingiberaceae","Curcuma amada","Curcuma","amada"
"12061","Zingiberaceae","Curcuma aromatica","Curcuma","aromatica"
"12063","Zingiberaceae","Curcuma longa","Curcuma","longa"
"12080","Zingiberaceae","Curcuma petiolata","Curcuma","petiolata"
"12081","Zingiberaceae","Curcuma roscoeana","Curcuma","roscoeana"
"12082","Zingiberaceae","Curcuma zedoaria","Curcuma","zedoaria"
"12083","Convolvulaceae","Cuscuta chinensis","Cuscuta","chinensis"
"12084","Convolvulaceae","Cuscuta exaltata","Cuscuta","exaltata"
"12085","Convolvulaceae","Cuscuta gronovii","Cuscuta","gronovii"
"12086","Convolvulaceae","Cuscuta japonica","Cuscuta","japonica"
"12087","Convolvulaceae","Cuscuta lupuliformis","Cuscuta","lupuliformis"
"12088","Convolvulaceae","Cuscuta reflexa","Cuscuta","reflexa"
"12089","Araliaceae","Cussonia arborea","Cussonia","arborea"
"12090","Araliaceae","Cussonia paniculata","Cussonia","paniculata"
"12091","Araliaceae","Cussonia spicata","Cussonia","spicata"
"12093","Leguminosae","Cyamopsis tetragonoloba","Cyamopsis","tetragonoloba"
"12095","Leguminosae","Cyamopsis psoraloides","Cyamopsis","psoraloides"
"12116","Cyatheaceae","Cyathea hirsuta","Cyathea","hirsuta"
"12117","Cyatheaceae","Cyathea mertensiana","Cyathea","mertensiana"
"12118","Amaranthaceae","Cyathula cylindrica","Cyathula","cylindrica"
"12119","Amaranthaceae","Cyathula prostrata","Cyathula","prostrata"
"12121","Cycadaceae","Cycas circinalis","Cycas","circinalis"
"12128","Cycadaceae","Cycas media","Cycas","media"
"12130","Cycadaceae","Cycas micronesica","Cycas","micronesica"
"12131","Cycadaceae","Cycas revoluta","Cycas","revoluta"
"12157","Cycadaceae","Cycas riuminiana","Cycas","riuminiana"
"12158","Cycadaceae","Cycas rumphii","Cycas","rumphii"
"12159","Cycadaceae","Cycas thouarsii","Cycas","thouarsii"
"12160","Primulaceae","Cyclamen coum","Cyclamen","coum"
"12164","Primulaceae","Cyclamen purpurascens","Cyclamen","purpurascens"
"12165","Primulaceae","Cyclamen hederifolium","Cyclamen","hederifolium"
"12167","Primulaceae","Cyclamen indicum","Cyclamen","indicum"
"12169","Primulaceae","Cyclamen persicum","Cyclamen","persicum"
"12187","Primulaceae","Cyclamen pseudibericum","Cyclamen","pseudibericum"
"12189","Cucurbitaceae","Cyclanthera brachystachya","Cyclanthera","brachystachya"
"12190","Cucurbitaceae","Cyclanthera pedata","Cyclanthera","pedata"
"12191","Menispermaceae","Cyclea insularis","Cyclea","insularis"
"12192","Juglandaceae","Cyclocarya paliurus","Cyclocarya","paliurus"
"12193","Rubiaceae","Cyclophyllum barbatum","Cyclophyllum","barbatum"
"12194","Rubiaceae","Cyclophyllum coprosmoides","Cyclophyllum","coprosmoides"
"12199","Rosaceae","Cydonia oblonga","Cydonia","oblonga"
"12293","Plantaginaceae","Cymbalaria muralis","Cymbalaria","muralis"
"12295","Orchidaceae","Cymbidium aloifolium","Cymbidium","aloifolium"
"12296","Orchidaceae","Cymbidium bicolor","Cymbidium","bicolor"
"12297","Orchidaceae","Cymbidium ensifolium","Cymbidium","ensifolium"
"12298","Orchidaceae","Eulophia speciosa","Eulophia","speciosa"
"12300","Orchidaceae","Cymbidium goeringii","Cymbidium","goeringii"
"12302","Orchidaceae","Cymbidium hookerianum","Cymbidium","hookerianum"
"12303","Orchidaceae","Cymbidium kanran","Cymbidium","kanran"
"12305","Orchidaceae","Cymbidium sinense","Cymbidium","sinense"
"12307","Poaceae","Cymbopogon coloratus","Cymbopogon","coloratus"
"12308","Poaceae","Cymbopogon flexuosus","Cymbopogon","flexuosus"
"12309","Poaceae","Cymbopogon nardus","Cymbopogon","nardus"
"12310","Apocynaceae","Cynanchum boudieri","Cynanchum","boudieri"
"12311","Apocynaceae","Cynanchum caudatum","Cynanchum","caudatum"
"12313","Apocynaceae","Cynanchum ovalifolium","Cynanchum","ovalifolium"
"12315","Apocynaceae","Cynanchum perrieri","Cynanchum","perrieri"
"12316","Apocynaceae","Cynanchum racemosum","Cynanchum","racemosum"
"12317","Compositae","Cynara cardunculus","Cynara","cardunculus"
"12353","Compositae","Cynara scolymus","Cynara","scolymus"
"12382","Poaceae","Cynodon dactylon","Cynodon","dactylon"
"12437","Poaceae","Cynodon nlemfuensis","Cynodon","nlemfuensis"
"12441","Poaceae","Cynodon plectostachyus","Cynodon","plectostachyus"
"12443","Boraginaceae","Cynoglossum officinale","Cynoglossum","officinale"
"12446","Poaceae","Cynosurus cristatus","Cynosurus","cristatus"
"12447","Cyperaceae","Cyperus albostriatus","Cyperus","albostriatus"
"12448","Cyperaceae","Cyperus alternifolius","Cyperus","alternifolius"
"12451","Cyperaceae","Cyperus amabilis","Cyperus","amabilis"
"12454","Cyperaceae","Cyperus anderssonii","Cyperus","anderssonii"
"12457","Cyperaceae","Cyperus squarrosus","Cyperus","squarrosus"
"12458","Cyperaceae","Kyllinga brevifolia","Kyllinga","brevifolia"
"12459","Cyperaceae","Cyperus compressus","Cyperus","compressus"
"12460","Cyperaceae","Cyperus dentatus","Cyperus","dentatus"
"12461","Cyperaceae","Cyperus michelianus","Cyperus","michelianus"
"12462","Cyperaceae","Cyperus elegans","Cyperus","elegans"
"12464","Cyperaceae","Cyperus eragrostis","Cyperus","eragrostis"
"12465","Cyperaceae","Cyperus esculentus","Cyperus","esculentus"
"12481","Cyperaceae","Cyperus haematodes","Cyperus","haematodes"
"12482","Cyperaceae","Cyperus haspan","Cyperus","haspan"
"12483","Cyperaceae","Cyperus imbricatus","Cyperus","imbricatus"
"12484","Cyperaceae","Cyperus involucratus","Cyperus","involucratus"
"12486","Cyperaceae","Cyperus iria","Cyperus","iria"
"12489","Cyperaceae","Cyperus luzulae","Cyperus","luzulae"
"12490","Cyperaceae","Cyperus ochraceus","Cyperus","ochraceus"
"12491","Cyperaceae","Cyperus odoratus","Cyperus","odoratus"
"12492","Cyperaceae","Cyperus papyrus","Cyperus","papyrus"
"12495","Cyperaceae","Cyperus rotundus","Cyperus","rotundus"
"12518","Cyperaceae","Cyperus strigosus","Cyperus","strigosus"
"12519","Cyperaceae","Cyperus tenerrimus","Cyperus","tenerrimus"
"12520","Solanaceae","Cyphomandra betacea","Cyphomandra","betacea"
"12537","Vitaceae","Cyphostemma cyphopetalum","Cyphostemma","cyphopetalum"
"12538","Cyrillaceae","Cyrilla racemiflora","Cyrilla","racemiflora"
"12539","Acanthaceae","Cyrtanthera carnea","Cyrtanthera","carnea"
"12540","Anacardiaceae","Cyrtocarpa edulis","Cyrtocarpa","edulis"
"12541","Dryopteridaceae","Cyrtomium falcatum","Cyrtomium","falcatum"
"12545","Orchidaceae","Cyrtopodium punctatum","Cyrtopodium","punctatum"
"12546","Araceae","Cyrtosperma merkusii","Cyrtosperma","merkusii"
"12553","Arecaceae","Cyrtostachys renda","Cyrtostachys","renda"
"12556","Leguminosae","Laburnum alpinum","Laburnum","alpinum"
"12557","Leguminosae","Cytisus hirsutus","Cytisus","hirsutus"
"12558","Leguminosae","Cytisus decumbens","Cytisus","decumbens"
"12559","Leguminosae","Cytisus elongatus","Cytisus","elongatus"
"12560","Leguminosae","Cytisus filipes","Cytisus","filipes"
"12562","Leguminosae","Laburnum anagyroides","Laburnum","anagyroides"
"12563","Leguminosae","Cytisus multiflorus","Cytisus","multiflorus"
"12564","Leguminosae","Lembotropis nigricans","Lembotropis","nigricans"
"12570","Leguminosae","Cytisus scoparius","Cytisus","scoparius"
"12595","Leguminosae","Cytisus supranubius","Cytisus","supranubius"
"12597","Leguminosae","Cytisus praecox","Cytisus","praecox"
"12598","Podocarpaceae","Dacrycarpus dacrydioides","Dacrycarpus","dacrydioides"
"12600","Burseraceae","Dacryodes edulis","Dacryodes","edulis"
"12603","Poaceae","Dactylis glomerata","Dactylis","glomerata"
"12638","Poaceae","Dactyloctenium aegyptium","Dactyloctenium","aegyptium"
"12642","Apocynaceae","Pergularia daemia","Pergularia","daemia"
"12643","Arecaceae","Daemonorops jenkinsiana","Daemonorops","jenkinsiana"
"12644","Compositae","Dahlia coccinea","Dahlia","coccinea"
"12647","Compositae","Dahlia pinnata","Dahlia","pinnata"
"12679","Leguminosae","Dalbergia assamica","Dalbergia","assamica"
"12681","Leguminosae","Dalbergia lanceolaria","Dalbergia","lanceolaria"
"12684","Leguminosae","Dalbergia latifolia","Dalbergia","latifolia"
"12686","Leguminosae","Dalbergia melanoxylon","Dalbergia","melanoxylon"
"12688","Leguminosae","Dalbergia peltieri","Dalbergia","peltieri"
"12689","Leguminosae","Dalbergia pseudo-sissoo","Dalbergia","pseudo-sissoo"
"12692","Leguminosae","Dalbergia sissoo","Dalbergia","sissoo"
"12710","Leguminosae","Dalbergia tonkinensis","Dalbergia","tonkinensis"
"12711","Leguminosae","Psorothamnus emoryi","Psorothamnus","emoryi"
"12712","Leguminosae","Psorothamnus schottii","Psorothamnus","schottii"
"12713","Rubiaceae","Damnacanthus indicus","Damnacanthus","indicus"
"12714","Poaceae","Rytidosperma linkii","Rytidosperma","linkii"
"12715","Poaceae","Rytidosperma setaceum","Rytidosperma","setaceum"
"12716","Thymelaeaceae","Daphne gnidium","Daphne","gnidium"
"12719","Thymelaeaceae","Daphne laureola","Daphne","laureola"
"12723","Thymelaeaceae","Daphne mezereum","Daphne","mezereum"
"12734","Thymelaeaceae","Daphne mucronata","Daphne","mucronata"
"12735","Thymelaeaceae","Daphne odora","Daphne","odora"
"12740","Thymelaeaceae","Daphne oleoides","Daphne","oleoides"
"12741","Daphniphyllaceae","Daphniphyllum macropodum","Daphniphyllum","macropodum"
"12745","Sarraceniaceae","Darlingtonia californica","Darlingtonia","californica"
"12746","Compositae","Darwiniothamnus lancifolius","Darwiniothamnus","lancifolius"
"12747","Compositae","Darwiniothamnus tenuifolius","Darwiniothamnus","tenuifolius"
"12748","Asparagaceae","Dasylirion longissimum","Dasylirion","longissimum"
"12749","Asparagaceae","Dasylirion serratifolium","Dasylirion","serratifolium"
"12750","Asparagaceae","Dasylirion wheeleri","Dasylirion","wheeleri"
"12751","Datiscaceae","Datisca cannabina","Datisca","cannabina"
"12752","Solanaceae","Datura metel","Datura","metel"
"12755","Solanaceae","Datura innoxia","Datura","innoxia"
"12757","Solanaceae","Datura leichhardtii","Datura","leichhardtii"
"12779","Solanaceae","Datura stramonium","Datura","stramonium"
"12807","Solanaceae","Datura wrightii","Datura","wrightii"
"12808","Leguminosae","Daubentonia tripetii","Daubentonia","tripetii"
"12809","Apiaceae","Daucus carota","Daucus","carota"
"12920","Apiaceae","Daucus sativus","Daucus","sativus"
"12922","Leguminosae","Daviesia ulicifolia","Daviesia","ulicifolia"
"12923","Dilleniaceae","Davilla kunthii","Davilla","kunthii"
"12924","Lardizabalaceae","Decaisnea insignis","Decaisnea","insignis"
"12925","Myrtaceae","Decaspermum fruticosum","Decaspermum","fruticosum"
"12927","Sapindaceae","Deinbollia borbonica","Deinbollia","borbonica"
"12929","Leguminosae","Delonix regia","Delonix","regia"
"12950","Aizoaceae","Delosperma lavisiae","Delosperma","lavisiae"
"12955","Ranunculaceae","Delphinium elatum","Delphinium","elatum"
"12959","Ranunculaceae","Delphinium grandiflorum","Delphinium","grandiflorum"
"12962","Ranunculaceae","Consolida rugulosa","Consolida","rugulosa"
"12963","Ranunculaceae","Delphinium ruysii","Delphinium","ruysii"
"12964","Ranunculaceae","Delphinium trolliifolium","Delphinium","trolliifolium"
"12966","Compositae","Dendranthema morifolium","Dendranthema","morifolium"
"12969","Orchidaceae","Dendrobium bigibbum","Dendrobium","bigibbum"
"12970","Orchidaceae","Dendrobium moniliforme","Dendrobium","moniliforme"
"12972","Orchidaceae","Dendrobium catenatum","Dendrobium","catenatum"
"12973","Orchidaceae","Dendrobium densiflorum","Dendrobium","densiflorum"
"12975","Orchidaceae","Dendrobium nobile","Dendrobium","nobile"
"12978","Poaceae","Dendrocalamus strictus","Dendrocalamus","strictus"
"12979","Leguminosae","Dendrolobium umbellatum","Dendrolobium","umbellatum"
"12980","Araliaceae","Dendropanax trifidus","Dendropanax","trifidus"
"12981","Celastraceae","Denhamia pittosporoides","Denhamia","pittosporoides"
"12982","Leguminosae","Derris elliptica","Derris","elliptica"
"12985","Leguminosae","Derris laxiflora","Derris","laxiflora"
"12986","Leguminosae","Derris malaccensis","Derris","malaccensis"
"12987","Poaceae","Deschampsia cespitosa","Deschampsia","cespitosa"
"12988","Brassicaceae","Descurainia pinnata","Descurainia","pinnata"
"12989","Brassicaceae","Descurainia sophia","Descurainia","sophia"
"12993","Leguminosae","Desmanthus virgatus","Desmanthus","virgatus"
"12995","Leguminosae","Desmodium adscendens","Desmodium","adscendens"
"12996","Leguminosae","Desmodium asperum","Desmodium","asperum"
"12997","Leguminosae","Desmodium canadense","Desmodium","canadense"
"12998","Leguminosae","Desmodium canescens","Desmodium","canescens"
"12999","Leguminosae","Desmodium barbatum","Desmodium","barbatum"
"13000","Leguminosae","Desmodium gangeticum","Desmodium","gangeticum"
"13002","Leguminosae","Desmodium glabrum","Desmodium","glabrum"
"13003","Leguminosae","Desmodium glutinosum","Desmodium","glutinosum"
"13004","Leguminosae","Desmodium grandiflorum","Desmodium","grandiflorum"
"13005","Leguminosae","Desmodium heterocarpon","Desmodium","heterocarpon"
"13009","Leguminosae","Desmodium incanum","Desmodium","incanum"
"13012","Leguminosae","Desmodium intortum","Desmodium","intortum"
"13014","Leguminosae","Desmodium laxiflorum","Desmodium","laxiflorum"
"13016","Leguminosae","Desmodium muelleri","Desmodium","muelleri"
"13017","Leguminosae","Desmodium nemorosum","Desmodium","nemorosum"
